title,question,expected_answer,generated_answer,is_similar
Insect,What part of the insect has been up for debate?,wings,"['The part of the insect that has been up for debate is the origin and classification of the insect wings. Various theories, such as the paranotal theory, epicoxal theory, and suggestions that wings originated from modified gills or appendages, indicate ongoing discussions regarding the evolutionary history and function of insect wings. Additionally, the subdivision and groupings within the Hexapoda, as well as the relationships between different insect orders and classes, have also been subjects of debate in entomology.']",2
Military_history_of_the_United_States,What South Korean city did the US and ROK forces defend while building reinforcements?,Pusan,['The South Korean city that the US and ROK forces defended while building reinforcements was Pusan.'],9
Brigham_Young_University,Which three-time Olympic medalist and Hall of Famer graduated from BYU?,Krešimir Ćosić,['Krečimir Ćosić graduated from BYU.'],3
Westminster_Abbey,With what kind of life were the Benedictines allowed to identify?,secular,"['The Benedictines were allowed to identify with the secular life of their times, particularly with upper-class life. This identification was facilitated by their involvement in the administration of great landed properties and their reduced burdens of spiritual leadership, allowing them to engage closely with the societal concerns of the English gentry in the High and Late Middle Ages.']",4
Identity_(social_science),An adolescent going through a family break up turning into an adult in a stable marriage is given as an example of change in what?,the identity variant,['An adolescent going through a family break-up turning into an adult in a stable marriage is given as an example of change in **identity development**.'],3
Queen_Victoria,Whi did Victoria have to live with because she was unmarried?,her mother,"['Victoria had to live with her mother because she was unmarried, as it was the social convention of the time for young women to reside with their mothers until marriage.']",5
Pub,"Along with the local police, what profession is given as an example of someone who might use the snug?",the parish priest,['The local police officer is given as an example of someone who might use the snug.'],0
Valencia,Who called himself the Emperor of All Spain?,Alfonso VI of León and Castile,"['The text provided does not specify who called himself the Emperor of All Spain. However, historically, Charles V of the Holy Roman Empire, who was also King of Spain, is often referred to as having that title. If you are referring to a specific context or text, please provide more details.']",0
Korean_War,"Besides the United States, what other country sent military personnel to Korea?",Japan,"['Countries that sent military personnel to Korea besides the United States include Canada, Australia, the United Kingdom, South Korea, Thailand, and many other nations that participated under the aegis of the United Nations.']",0
Financial_crisis_of_2007%E2%80%9308,Which former Fed Chair confessed in Congressional testimony to being forced to return to lax monetary supply?,Alan Greenspan,['Former Fed Chair Ben Bernanke confessed in Congressional testimony to being forced to return to lax monetary supply.'],0
Anthropology,Psychological anthropology examines how our models of social processes are informed by what?,understanding,"['Psychological anthropology examines how our models of social processes are informed or constrained by our understanding of cognition, emotion, motivation, and similar psychological processes.']",2
Chinese_characters,What is a less systematic example?,túshūguǎn,"['A less systematic example could be the busy social lives of plains residents who organized activities like barn raisings and quilting bees, which combined work, food, and entertainment. This illustrates a more informal and spontaneous approach to community engagement, in contrast to the more structured systems found in academia or scientific methodologies.']",0
New_York_City,Research by what institution of higher learning showed that most New Yorkers support bicycle sharing?,Quinnipiac University,['Research conducted by Quinnipiac University showed that a majority of New Yorkers support the initiative for bicycle sharing.'],3
Red,What color is beside red in the visible spectrum of light?,orange,['The color beside red in the visible spectrum of light is orange.'],7
Crimean_War,How many troops did the Turks have when crossing the Cholok River?,20000 troops,"['The Turks had about 20,000 troops when they crossed the Cholok River.']",9
Chicago_Cubs,Who assumed ownership of the Cubs after Hulbert died?,Spalding,"[""The provided context does not specifically mention the death of Hulbert or the subsequent ownership of the Cubs after that event. Therefore, it is not possible to answer the question based on the given contexts. If you have additional information or specific contexts that reference Hulbert's death and the ownership transfer, please provide them.""]",0
